"participant_id","autonomy","relatedness","competence","positive_affect"
12239,"Most of the time","Some of the time","Not at all",1.666666666667
12240,"Most of the time","Most of the time","Some",2.666666666667
12245,"All of the time","Some of the time","A little",2.666666666667
12246,"Some of the time","Most of the time","Some",3.833333333333
12249,"Some of the time","Some of the time","Some",2.833333333333
12259,"Some of the time","Most of the time","Some",3.333333333333
12261,"Some of the time","Most of the time","Some",3.166666666667
12264,"Most of the time","Some of the time","Some",4
12268,"Most of the time","Some of the time","Some",3.666666666667
12272,"Some of the time","Some of the time","Some",3.166666666667
12276,"Most of the time","Some of the time","A lot",4
12279,"Some of the time","Most of the time","Some",3.666666666667
12282,"Most of the time","Most of the time","Some",3.666666666667
12283,"Most of the time","Most of the time","Some",3.166666666667
12289,"Most of the time","Most of the time","Some",3.666666666667
12290,"Some of the time","All of the time","Some",3.666666666667
12297,"Most of the time","Most of the time","Some",3.166666666667
12299,"Most of the time","Most of the time","Some",3.5
12305,"Most of the time","All of the time","A lot",5
12310,"Most of the time","Some of the time","Some",3.666666666667
12312,"Some of the time","Some of the time","Some",3.666666666667
12319,"Most of the time","Some of the time","Some",2.833333333333
12320,"All of the time","Some of the time","A lot",1.666666666667
12322,"Rarely","Most of the time","A lot",2.833333333333
12326,"Most of the time","Some of the time","A lot",3.166666666667
12332,"Most of the time","Some of the time","Some",1.5
12333,"Most of the time","Most of the time","Some",3
12338,"Some of the time","Some of the time","Not at all",1.833333333333
12339,"Some of the time","Some of the time","Some",3.666666666667
12346,"Most of the time","Most of the time","A lot",4
12356,"Most of the time","Most of the time","Some",2.666666666667
12367,"Most of the time","Most of the time","A lot",4
12368,"Most of the time","Some of the time","A little",3.333333333333
12373,"Most of the time","Most of the time","A lot",3.833333333333
12374,"All of the time","All of the time","Some",3.5
12377,"Most of the time","Most of the time","A lot",4.166666666667
12379,"Most of the time","All of the time","Some",3.833333333333
12390,"Some of the time","Most of the time","A lot",4.5
12394,"Some of the time","Some of the time","A little",3.333333333333
12400,"Some of the time","Most of the time","A lot",2.833333333333
12411,"Most of the time","Some of the time","Some",3.5
12413,"Most of the time","All of the time","Some",3.833333333333
12416,"All of the time","Some of the time","Some",3.666666666667
12422,"Most of the time","Most of the time","A lot",2.833333333333
12425,"Some of the time","Most of the time","A lot",4
12430,"All of the time","Most of the time","A lot",4.166666666667
12431,"Most of the time","Some of the time","A lot",4.166666666667
12432,"Most of the time","All of the time","Some",3.5
12434,"Some of the time","Most of the time","Some",2.166666666667
12436,"Some of the time","Some of the time","Some",2.5
12439,"Most of the time","Most of the time","Some",3.333333333333
12440,"Some of the time","All of the time","Some",5
12441,"Some of the time","Most of the time","Some",3.666666666667
12451,"Some of the time","Most of the time","Some",3.333333333333
12454,"Most of the time","Most of the time","Some",4.833333333333
12458,"Most of the time","Some of the time","Some",3.833333333333
12460,"Most of the time","Most of the time","Some",3.333333333333
12461,"Most of the time","All of the time","A lot",3.833333333333
12473,"Most of the time","Most of the time","Some",3.833333333333
12481,"Most of the time","Most of the time","A lot",3
12488,"Most of the time","Most of the time","A lot",3.5
12489,"Never","Most of the time","A little",3.333333333333
12492,"Some of the time","Most of the time","Some",3.833333333333
12494,"Most of the time","Most of the time","Some",2.5
12496,"Most of the time","All of the time","Some",3.666666666667
12498,"All of the time","Most of the time","Some",3.666666666667
12499,"Most of the time","Some of the time","A lot",3.166666666667
12509,"Some of the time","Some of the time","Some",3.166666666667
12512,"Most of the time","Some of the time","A lot",3.666666666667
12515,"All of the time","Most of the time","A lot",4
12518,"Some of the time","Some of the time","A little",1.833333333333
12529,"All of the time","Most of the time","A lot",3.833333333333
12530,"All of the time","Most of the time","Some",2
12533,"Most of the time","Some of the time","A lot",3.666666666667
12538,"Some of the time","Most of the time","Some",2
12539,"Some of the time","Some of the time","Some",2.333333333333
12540,"Some of the time","Some of the time","Some",3.166666666667
12541,"Some of the time","All of the time","Some",2.5
12549,"Most of the time","Some of the time","Some",3.666666666667
12553,"Some of the time","Some of the time","A lot",3.333333333333
12558,"Some of the time","Some of the time","A little",2
12561,"All of the time","Most of the time","A lot",4.166666666667
12570,"Most of the time","All of the time","Some",4
12571,"Most of the time","Some of the time","Some",4
12574,"Most of the time","Some of the time","Some",3.833333333333
12578,"Some of the time","Most of the time","A little",3
12585,"Most of the time","Some of the time","Some",2.5
12586,"Some of the time","Some of the time","A little",3
12591,"Most of the time","All of the time","A little",2.833333333333
12592,"Most of the time","Some of the time","A little",3.666666666667
12593,"Most of the time","Most of the time","Some",3.5
12604,"All of the time","Most of the time","Some",3.5
12606,"Some of the time","Rarely","A lot",3.666666666667
12608,"Most of the time","All of the time","Some",4.833333333333
12614,"All of the time","Most of the time","A lot",4.5
12616,"Most of the time","Some of the time","A lot",4
12617,"All of the time","All of the time","Some",4.666666666667
12618,"Most of the time","Most of the time","Some",4
12619,"Some of the time","Most of the time","Some",1.833333333333
12626,"Most of the time","Most of the time","Some",3.5
12627,"All of the time","Most of the time","A lot",3.666666666667
12634,"All of the time","All of the time","A lot",5
12642,"Most of the time","All of the time","Some",2.666666666667
12643,"Most of the time","All of the time","Some",4
12644,"Some of the time","Most of the time","Some",2.833333333333
12646,"Some of the time","Rarely","Some",3
12647,"Some of the time","Some of the time","Some",3.833333333333
12652,"All of the time","Most of the time","Some",3
12655,"Some of the time","Most of the time","Some",3.5
12663,"Most of the time","Most of the time","A little",3.333333333333
12664,"Most of the time","Most of the time","Some",2.666666666667
12665,"Most of the time","Most of the time","Some",3.5
12675,"Most of the time","Some of the time","A little",2.833333333333
12676,"Most of the time","Some of the time","A lot",4.166666666667
12677,"Most of the time","Most of the time","Some",3
12678,"All of the time","Most of the time","Some",2
12680,"Most of the time","Some of the time","A lot",4
12683,"Most of the time","Most of the time","Some",3.666666666667
12685,"Most of the time","All of the time","Some",3.5
12686,"Most of the time","All of the time","A little",3.666666666667
12687,"Some of the time","Most of the time","Some",2.833333333333
12688,"Some of the time","Some of the time","A lot",3.166666666667
12690,"Most of the time","Some of the time","Some",3.5
12698,"Most of the time","All of the time","A lot",4.166666666667
12699,"Some of the time","Some of the time","A lot",3.666666666667
12704,"Most of the time","Most of the time","Some",5
12707,"Most of the time","Most of the time","Some",3.833333333333
12713,"Most of the time","Most of the time","Some",3.666666666667
12717,"Some of the time","Most of the time","Some",3.166666666667
12719,"Most of the time","Most of the time","Some",3
12726,"Some of the time","Some of the time","Some",3.666666666667
12727,"All of the time","Most of the time","Some",3.5
12734,"All of the time","Most of the time","A lot",4
12745,"Most of the time","Some of the time","Some",4
12748,"Most of the time","Most of the time","A lot",4
12749,"Most of the time","Most of the time","Some",3.166666666667
12758,"Most of the time","Most of the time","Some",2.666666666667
12760,"Some of the time","Most of the time","A lot",3.333333333333
12761,"Most of the time","Most of the time","Some",3.833333333333
12767,"Most of the time","Most of the time","Some",3.666666666667
12771,"Most of the time","All of the time","A little",3
12773,"Rarely","Some of the time","Some",3.666666666667
12774,"Most of the time","Most of the time","A lot",2.833333333333
12775,"Most of the time","Most of the time","A little",1.833333333333
12777,"All of the time","Some of the time","A lot",4
12779,"Most of the time","Most of the time","A lot",3.333333333333
12780,"Most of the time","Some of the time","A little",2.166666666667
12783,"All of the time","Most of the time","A lot",3.5
12787,"Most of the time","All of the time","A little",3.166666666667
12792,"Some of the time","All of the time","A lot",4
12802,"Most of the time","Some of the time","Some",4.333333333333
12804,"All of the time","Most of the time","Some",4
12807,"Some of the time","Most of the time","Some",2.5
12811,"All of the time","Some of the time","Some",4
12817,"Rarely","Rarely","Some",4
12820,"Most of the time","Most of the time","Some",2.666666666667
12823,"All of the time","All of the time","A lot",3.833333333333
12824,"Some of the time","Some of the time","Some",3
12831,"Some of the time","Most of the time","A lot",3.5
12835,"Some of the time","Most of the time","Some",2.833333333333
12837,"Most of the time","Most of the time","Some",4
12846,"All of the time","All of the time","Some",3.833333333333
12851,"Most of the time","Most of the time","A lot",2.5
12852,"Most of the time","Rarely","Some",3.5
12853,"Most of the time","All of the time","Some",3.666666666667
12855,"Some of the time","Most of the time","Some",3.5
12869,"Some of the time","All of the time","Some",3.833333333333
12871,"Some of the time","Most of the time","Some",3.333333333333
12876,"Most of the time","Most of the time","Some",3.833333333333
12879,"Most of the time","Some of the time","A lot",3.666666666667
12893,"Some of the time","Some of the time","Some",3.833333333333
12896,"Most of the time","Most of the time","A lot",4
12898,"Most of the time","Most of the time","Some",3.833333333333
12903,"Most of the time","Rarely","Some",2.5
12908,"Some of the time","Some of the time","A lot",3.833333333333
12909,"Most of the time","Most of the time","Some",3.333333333333
12913,"Some of the time","Most of the time","Some",3.5
12916,"Rarely","Some of the time","Some",2.666666666667
12918,"Some of the time","Most of the time","A lot",4
12919,"Some of the time","Most of the time","A little",5
12925,"Some of the time","All of the time","Some",3.833333333333
12926,"Most of the time","Most of the time","Some",2.833333333333
12928,"All of the time","Some of the time","Some",3.666666666667
12932,"Most of the time","Most of the time","A lot",2.666666666667
12936,"Some of the time","Some of the time","Some",3.166666666667
12938,"Most of the time","Some of the time","Some",2.666666666667
12942,"Most of the time","All of the time","Some",3.166666666667
12948,"Most of the time","Most of the time","Some",3.166666666667
12953,"Most of the time","Most of the time","A little",1.833333333333
12962,"Some of the time","Some of the time","Some",3.666666666667
12967,"Most of the time","All of the time","Some",3.5
12971,"Some of the time","All of the time","Some",3.833333333333
12972,"Most of the time","Some of the time","Some",3.166666666667
12973,"Most of the time","Most of the time","Some",3.166666666667
12980,"Some of the time","Most of the time","A lot",4
12981,"All of the time","All of the time","Some",4.666666666667
12993,"Most of the time","Most of the time","A lot",2.833333333333
12998,"Some of the time","Some of the time","Some",4
13000,"Most of the time","Most of the time","Some",3.666666666667
13008,"Some of the time","All of the time","A lot",4.5
13010,"Most of the time","Most of the time","Some",3.833333333333
13019,"Most of the time","Some of the time","Some",3.5
13029,"Most of the time","Some of the time","Some",4.666666666667
13030,"Some of the time","Some of the time","A little",2.333333333333
13033,"All of the time","Most of the time","A lot",4.666666666667
13041,"Most of the time","Some of the time","Some",3
13054,"Some of the time","All of the time","A lot",3.5
13057,"All of the time","All of the time","A lot",3.5
13068,"All of the time","Most of the time","Some",2.5
13069,"Rarely","Some of the time","Some",2.333333333333
13071,"Some of the time","Most of the time","A lot",3.833333333333
13072,"All of the time","Most of the time","Some",2.833333333333
13073,"Some of the time","Rarely","A little",1.333333333333
13076,"Most of the time","All of the time","A lot",3.5
13081,"Most of the time","Some of the time","A lot",3.333333333333
13082,"Some of the time","Some of the time","Some",3.333333333333
13083,"Most of the time","Some of the time","A lot",3
13090,"Most of the time","All of the time","A little",3.166666666667
13092,"Most of the time","Most of the time","Some",3.5
13093,"Most of the time","Most of the time","A little",3.666666666667
13094,"Some of the time","Some of the time","A lot",3.666666666667
13095,"All of the time","Most of the time","Some",3.5
13101,"Rarely","Most of the time","Some",3.833333333333
13107,"All of the time","Most of the time","A lot",5
13108,"All of the time","Most of the time","Some",3.5
13113,"Most of the time","Most of the time","A little",2.666666666667
13124,"All of the time","All of the time","Some",3.666666666667
13129,"Most of the time","Some of the time","Some",3.333333333333
13131,"Most of the time","All of the time","Some",3.833333333333
13132,"Most of the time","Rarely","A lot",2.666666666667
13133,"Some of the time","Most of the time","A lot",3.5
13138,"Most of the time","Most of the time","A lot",4
13144,"Rarely","All of the time","A lot",4
13146,"Most of the time","Most of the time","Some",3.5
13147,"Some of the time","Most of the time","Some",4
13159,"Rarely","Some of the time","Some",2.5
13164,"Most of the time","Most of the time","Some",3.833333333333
13166,"Most of the time","Some of the time","Some",2.833333333333
13170,"Most of the time","Most of the time","Some",4.333333333333
13171,"Never","Most of the time","Some",1.166666666667
13174,"Most of the time","Most of the time","A lot",3.5
13175,"Most of the time","Some of the time","A little",2.666666666667
13176,"Most of the time","Most of the time","Some",3.666666666667
13178,"Most of the time","Most of the time","A lot",2.5
13179,"All of the time","All of the time","A lot",3.5
13184,"Some of the time","Rarely","Some",2.833333333333
13186,"Some of the time","Some of the time","Some",3.833333333333
13188,"Some of the time","Some of the time","A lot",2.333333333333
13192,"Most of the time","Most of the time","Some",3.833333333333
13195,"Most of the time","Most of the time","Some",3.5
13198,"Most of the time","Some of the time","Some",3.166666666667
13199,"Some of the time","Most of the time","Some",3.666666666667
13204,"Some of the time","Some of the time","Some",3.5
13205,"Most of the time","Most of the time","A lot",2.666666666667
13208,"Some of the time","Most of the time","Some",3.833333333333
13213,"All of the time","Most of the time","A lot",4
13214,"Most of the time","Most of the time","A little",3.5
13217,"Most of the time","Most of the time","Some",3.5
13219,"Some of the time","Some of the time","Some",2.833333333333
13228,"All of the time","Some of the time","Some",5
13231,"Most of the time","All of the time","A lot",4.333333333333
13232,"Most of the time","Some of the time","A lot",3.5
13233,"Some of the time","Some of the time","A little",2.166666666667
13235,"Most of the time","Most of the time","Some",2.333333333333
13236,"Most of the time","Most of the time","A lot",3.333333333333
13244,"All of the time","Most of the time","A lot",3.166666666667
13245,"All of the time","Most of the time","A lot",4
13248,"All of the time","Most of the time","Some",4
13249,"All of the time","Some of the time","Some",2.333333333333
13257,"Most of the time","Most of the time","Some",2.833333333333
13262,"All of the time","All of the time","A lot",4.5
13264,"All of the time","Most of the time","A little",4
13266,"Some of the time","Most of the time","Some",3.666666666667
13271,"Some of the time","Some of the time","Some",3.666666666667
13275,"Most of the time","Most of the time","Some",3.666666666667
13278,"Rarely","Some of the time","Some",2
13282,"Most of the time","Some of the time","Some",3.833333333333
13283,"Most of the time","All of the time","A lot",3.5
13288,"Most of the time","Some of the time","Some",3.666666666667
13294,"Some of the time","Most of the time","Some",3.666666666667
13296,"Most of the time","Most of the time","Some",3
13299,"Most of the time","Most of the time","A little",3
13304,"Most of the time","All of the time","Some",2.833333333333
13306,"Most of the time","Most of the time","Some",3.833333333333
13312,"Most of the time","All of the time","A lot",5
13319,"Most of the time","Most of the time","A lot",3
13326,"Most of the time","Most of the time","Some",4
13332,"Some of the time","All of the time","Some",3.833333333333
13337,"Most of the time","Some of the time","Some",3.833333333333
13340,"Most of the time","Most of the time","A lot",3.833333333333
13341,"All of the time","Most of the time","Some",2.833333333333
13351,"Most of the time","Most of the time","Some",2.666666666667
13356,"All of the time","All of the time","Some",3.833333333333
13358,"Most of the time","Some of the time","A little",2.666666666667
13362,"Most of the time","Rarely","A little",3
13363,"Most of the time","Some of the time","Some",3.5
13366,"Some of the time","Some of the time","Some",2.666666666667
13370,"Rarely","Rarely","Some",3.333333333333
13371,"Most of the time","Most of the time","A lot",4
13374,"Most of the time","Most of the time","A little",3.666666666667
13378,"All of the time","Rarely","A little",1.666666666667
13382,"All of the time","All of the time","A lot",3.833333333333
13393,"Most of the time","Most of the time","Some",3.5
13394,"Some of the time","Most of the time","A little",3
13398,"All of the time","Most of the time","Some",1.666666666667
13400,"Most of the time","Some of the time","Some",3
13403,"Most of the time","Most of the time","Some",3.833333333333
13411,"Some of the time","Most of the time","Some",2.833333333333
13419,"Most of the time","Most of the time","A lot",3.5
13420,"Most of the time","Most of the time","Some",3.666666666667
13421,"Most of the time","Most of the time","Some",2.666666666667
13422,"Some of the time","Some of the time","Some",4
13435,"Some of the time","Most of the time","Some",3.333333333333
13446,"Most of the time","Most of the time","A lot",4
13449,"Most of the time","Most of the time","Some",3.666666666667
13450,"Most of the time","Most of the time","A lot",4
13454,"Some of the time","Some of the time","A lot",3.666666666667
13456,"Some of the time","Most of the time","Some",4
13466,"Rarely","Most of the time","Some",4
13470,"Most of the time","Some of the time","Some",2.333333333333
13472,"Most of the time","Some of the time","Some",2.833333333333
13477,"All of the time","Most of the time","Some",3.333333333333
13486,"Most of the time","Some of the time","Some",3.166666666667
13492,"Some of the time","Some of the time","Some",2.833333333333
13494,"Some of the time","Some of the time","Some",2
13495,"Some of the time","Most of the time","Some",3.5
13496,"Most of the time","All of the time","A lot",4.166666666667
13498,"Most of the time","Some of the time","Some",4.5
13503,"Some of the time","Some of the time","A little",3.5
13505,"Some of the time","Most of the time","A lot",2.166666666667
13506,"Most of the time","Most of the time","A lot",4.166666666667
13508,"Most of the time","Rarely","Some",2.833333333333
13513,"Most of the time","Most of the time","Some",3.333333333333
13514,"All of the time","All of the time","Some",2.833333333333
13530,"Most of the time","Most of the time","A lot",3.166666666667
13541,"Most of the time","Some of the time","A lot",4
13543,"Most of the time","Most of the time","A lot",5
13546,"Rarely","Some of the time","Some",1.833333333333
13547,"Most of the time","Most of the time","Some",4.166666666667
13565,"Most of the time","Most of the time","A lot",2.666666666667
13567,"All of the time","Some of the time","A lot",3.833333333333
13569,"Most of the time","Most of the time","Some",4
13571,"Most of the time","Most of the time","Some",2.666666666667
13572,"Most of the time","Most of the time","Some",3.833333333333
13576,"Some of the time","All of the time","A lot",3.333333333333
13578,"Most of the time","Most of the time","A lot",4
13583,"Rarely","Some of the time","A little",2.833333333333
13584,"Most of the time","Most of the time","A lot",1.5
13585,"Rarely","Most of the time","A lot",4
13588,"Some of the time","Most of the time","Some",3.833333333333
13590,"All of the time","Most of the time","Some",1.833333333333
13594,"Most of the time","Some of the time","Some",3.333333333333
13595,"All of the time","All of the time","Some",4.166666666667
13600,"Some of the time","Most of the time","A lot",3.166666666667
13602,"Most of the time","Most of the time","A lot",2.5
13606,"Most of the time","Some of the time","Some",3
13609,"All of the time","Some of the time","A lot",4
13611,"Some of the time","Most of the time","Some",4
13617,"Most of the time","Some of the time","A little",2.166666666667
13622,"Most of the time","All of the time","A lot",3
13634,"Most of the time","Some of the time","A lot",4
13635,"Most of the time","Most of the time","Some",2.833333333333
13636,"Most of the time","All of the time","A little",2.166666666667
13644,"All of the time","Most of the time","A lot",4.5
13647,"Most of the time","Most of the time","Some",3.5
13651,"All of the time","Most of the time","Some",3.833333333333
13654,"Some of the time","Most of the time","A little",2.333333333333
13660,"Most of the time","Some of the time","A little",3.833333333333
13667,"All of the time","Rarely","Some",3.166666666667
13680,"Most of the time","Some of the time","A lot",3.5
13684,"All of the time","All of the time","A lot",3.5
13685,"Most of the time","Most of the time","A lot",4
13693,"Most of the time","Most of the time","A lot",2.5
13700,"Most of the time","Most of the time","Some",3.666666666667
13705,"Most of the time","All of the time","A lot",4.166666666667
13706,"Some of the time","Some of the time","Some",3
13708,"All of the time","Most of the time","Some",3.333333333333
13709,"Some of the time","Some of the time","Some",2.833333333333
13713,"Some of the time","Some of the time","A lot",4
13716,"Rarely","All of the time","A little",3.5
13718,"All of the time","Most of the time","A lot",4.166666666667
13723,"Most of the time","Most of the time","Some",2.333333333333
13727,"Most of the time","Some of the time","Some",3.5
13728,"Some of the time","Most of the time","A lot",3.833333333333
13729,"Some of the time","Some of the time","Some",3.333333333333
13730,"Most of the time","All of the time","A lot",4
13732,"All of the time","Most of the time","A lot",3
13736,"Most of the time","Some of the time","Some",3.166666666667
13757,"Some of the time","Most of the time","Some",3.166666666667
13758,"Most of the time","Most of the time","A little",3
13760,"Most of the time","Some of the time","Some",3.333333333333
13766,"Rarely","Most of the time","A lot",3.833333333333
13767,"Most of the time","Most of the time","A lot",4
13770,"All of the time","Rarely","A lot",4
13771,"All of the time","Most of the time","A little",4
13780,"Most of the time","Most of the time","Some",4
13781,"All of the time","Most of the time","Some",4
13789,"Most of the time","All of the time","Some",3.166666666667
13793,"Most of the time","Some of the time","Some",2.166666666667
13799,"Most of the time","Most of the time","A lot",4
13800,"Some of the time","Most of the time","Some",4
13803,"Most of the time","Some of the time","A lot",3.5
13804,"Some of the time","Some of the time","Some",2.833333333333
13807,"Some of the time","Most of the time","Some",4.333333333333
13810,"Rarely","Rarely","Some",3
13821,"Some of the time","Some of the time","Some",2.5
13832,"Most of the time","Some of the time","A lot",3.666666666667
13834,"All of the time","Most of the time","Some",3.333333333333
13837,"Rarely","Most of the time","Some",4
13840,"All of the time","Some of the time","Some",3.666666666667
13845,"Most of the time","Some of the time","A lot",3.5
13850,"Some of the time","All of the time","A little",1.666666666667
13857,"All of the time","Most of the time","A lot",3
13860,"Most of the time","Most of the time","Some",3.666666666667
13880,"Most of the time","All of the time","A lot",5
13881,"Most of the time","Some of the time","A lot",3.833333333333
13883,"All of the time","All of the time","A lot",4
13888,"All of the time","All of the time","A lot",4.333333333333
13894,"All of the time","All of the time","A lot",3.166666666667
13895,"All of the time","Most of the time","Some",4
13896,"Most of the time","Rarely","Some",2.166666666667
13898,"Most of the time","Some of the time","A lot",3.5
13911,"Most of the time","Some of the time","A lot",5
13918,"Some of the time","Most of the time","A little",3
13921,"Some of the time","Some of the time","A lot",4
13922,"Most of the time","All of the time","Some",3.166666666667
13924,"Rarely","Rarely","Some",2.166666666667
13929,"All of the time","Some of the time","Some",4
13931,"Some of the time","Some of the time","Some",3.166666666667
13936,"Most of the time","All of the time","Some",3.166666666667
13937,"All of the time","Most of the time","A lot",3.333333333333
13942,"Most of the time","Some of the time","Some",4
13949,"Most of the time","Most of the time","Some",3.833333333333
13950,"Most of the time","Most of the time","A lot",3.666666666667
13951,"Some of the time","Some of the time","Some",2.5
13957,"Some of the time","Some of the time","A little",3.5
13958,"All of the time","Most of the time","Some",3
13972,"Most of the time","Most of the time","A lot",3
13974,"Some of the time","Most of the time","Some",1.833333333333
13994,"Most of the time","Some of the time","A lot",3.5
14005,"Some of the time","Most of the time","Some",2.666666666667
14006,"Some of the time","Most of the time","A lot",3.666666666667
14007,"All of the time","Most of the time","A lot",4.166666666667
14008,"Most of the time","Most of the time","A lot",3
14017,"Most of the time","Most of the time","A lot",3.666666666667
14047,"Most of the time","Most of the time","Some",2.333333333333
14052,"Most of the time","Most of the time","A lot",3.5
14060,"Most of the time","All of the time","A little",1.666666666667
14065,"All of the time","Most of the time","A lot",3.833333333333
14072,"Most of the time","Most of the time","Some",3.333333333333
14097,"Some of the time","All of the time","Some",4
14110,"All of the time","All of the time","A lot",3.833333333333
14115,"Some of the time","Most of the time","Some",3.5
14116,"All of the time","Some of the time","A lot",2.666666666667
14117,"Most of the time","Most of the time","A lot",3.5
14118,"Most of the time","Most of the time","Some",3.666666666667
14119,"All of the time","Most of the time","A lot",3.5
14121,"Most of the time","Most of the time","Some",3.666666666667
14125,"Some of the time","Some of the time","A lot",3.5
14126,"Most of the time","Some of the time","A lot",4.333333333333
14130,"Most of the time","Some of the time","Some",4
14133,"Some of the time","Most of the time","A lot",3.333333333333
14134,"Most of the time","All of the time","A lot",3.666666666667
14136,"Some of the time","Most of the time","A lot",2.666666666667
14137,"Most of the time","Most of the time","Some",3.666666666667
14148,"Some of the time","Most of the time","Some",3.666666666667
14159,"All of the time","All of the time","A lot",3.833333333333
14160,"Most of the time","Most of the time","A lot",3.5
14163,"Most of the time","Some of the time","Some",2.666666666667
14165,"Most of the time","All of the time","Some",3.166666666667
14167,"Most of the time","Most of the time","Some",3.333333333333
14171,"Most of the time","Some of the time","Some",2.833333333333
14172,"Some of the time","Most of the time","Some",3
14174,"Most of the time","All of the time","Some",3.666666666667
14184,"Some of the time","Most of the time","Some",2.666666666667
14185,"Rarely","Some of the time","A little",1.666666666667
14186,"Most of the time","All of the time","Some",4
14188,"All of the time","Rarely","Some",3
14196,"Most of the time","Most of the time","A lot",3.666666666667
14205,"Most of the time","Most of the time","A lot",3.5
14207,"Most of the time","Some of the time","A lot",3.666666666667
14210,"Some of the time","All of the time","Some",4
14217,"All of the time","Rarely","Some",3.666666666667
14221,"Most of the time","Most of the time","Some",3.166666666667
14224,"Some of the time","Some of the time","Some",2.5
14227,"Some of the time","Most of the time","Some",3.166666666667
14232,"Most of the time","Some of the time","Some",2.666666666667
14235,"All of the time","All of the time","A lot",3.833333333333
14236,"Most of the time","Some of the time","Some",3.166666666667
14241,"Most of the time","Most of the time","Some",3.333333333333
14243,"Most of the time","Most of the time","A lot",3.833333333333
14244,"Most of the time","Some of the time","A little",2
14257,"Most of the time","Most of the time","Some",3.5
14266,"Rarely","Most of the time","A little",4.5
14268,"Most of the time","Most of the time","A lot",3.833333333333
14271,"Most of the time","Most of the time","A lot",3.666666666667
14280,"Most of the time","All of the time","A little",2.666666666667
14283,"Most of the time","All of the time","Some",2.5
14284,"Most of the time","Most of the time","A lot",4.5
14285,"Rarely","Some of the time","A little",2.166666666667
14289,"Most of the time","Most of the time","A lot",3
14290,"Some of the time","Some of the time","Some",3.666666666667
14294,"All of the time","Most of the time","Some",3
14295,"Rarely","Some of the time","Some",4.166666666667
14300,"All of the time","Most of the time","A little",2.6
14304,"Most of the time","Rarely","Some",1.833333333333
14306,"Some of the time","Most of the time","Some",3.5
14311,"All of the time","Most of the time","A lot",3.5
14318,"Some of the time","Most of the time","Some",4
14320,"Most of the time","All of the time","A lot",4.166666666667
14321,"Most of the time","Most of the time","A little",2.5
14327,"Most of the time","Most of the time","Some",4.166666666667
14328,"Most of the time","Most of the time","A lot",4
14332,"Most of the time","Some of the time","Some",3.333333333333
14337,"Most of the time","Most of the time","A lot",2.666666666667
14338,"Most of the time","Most of the time","A lot",3.5
14341,"All of the time","Some of the time","Some",2.5
14343,"Some of the time","Most of the time","Some",3.333333333333
14344,"All of the time","Most of the time","A lot",3.333333333333
14349,"Most of the time","Most of the time","A lot",3.666666666667
14363,"Most of the time","Most of the time","A little",3.333333333333
14367,"Most of the time","Most of the time","Some",3.666666666667
14371,"Most of the time","Some of the time","Some",4
14374,"All of the time","Some of the time","A lot",4
14375,"Most of the time","Most of the time","A lot",2.833333333333
14381,"Some of the time","Most of the time","Some",3.833333333333
14388,"Most of the time","Some of the time","Some",3
14390,"Most of the time","Most of the time","Some",4
14393,"Most of the time","All of the time","A lot",2.666666666667
14401,"Some of the time","Most of the time","Some",3.5
14404,"All of the time","All of the time","A lot",5
14407,"Some of the time","Most of the time","Some",3.4
14420,"Most of the time","All of the time","A lot",4.166666666667
14426,"Most of the time","All of the time","A little",3.666666666667
14427,"Most of the time","Most of the time","Some",3
14434,"All of the time","Most of the time","Some",3.666666666667
14438,"Some of the time","Rarely","A lot",4
14444,"Most of the time","Most of the time","Some",3.333333333333
14449,"Most of the time","All of the time","A lot",3.5
14452,"Most of the time","Most of the time","Some",3.5
14455,"All of the time","Most of the time","Some",2.5
14458,"Most of the time","Never","Some",3.333333333333
14459,"Some of the time","Most of the time","A lot",4
14460,"Most of the time","Most of the time","Some",3.5
14463,"Some of the time","Most of the time","A little",2.666666666667
14466,"Some of the time","All of the time","Some",2
14470,"Most of the time","Most of the time","A little",2.833333333333
14473,"Most of the time","Some of the time","Some",4.5
14474,"All of the time","Most of the time","Some",2.833333333333
14476,"Some of the time","Some of the time","A little",2.166666666667
14478,"Some of the time","Most of the time","A lot",4
14479,"Some of the time","All of the time","Some",3.333333333333
14480,"Most of the time","Some of the time","Some",1.666666666667
14490,"Most of the time","Most of the time","Some",3.666666666667
14492,"All of the time","Most of the time","A lot",4.166666666667
14504,"Most of the time","Most of the time","Some",3.666666666667
14506,"All of the time","Some of the time","Some",3.833333333333
14507,"Most of the time","Most of the time","Some",3.833333333333
14509,"Some of the time","All of the time","A lot",4
14510,"Most of the time","Some of the time","Some",4
14514,"Rarely","Some of the time","Some",1
14516,"Most of the time","Most of the time","Some",3.166666666667
14520,"Rarely","Most of the time","Some",3.8
14521,"Some of the time","Most of the time","Some",3.5
14526,"Most of the time","Most of the time","Some",1.833333333333
14527,"Most of the time","All of the time","A lot",3.333333333333
14528,"Some of the time","Most of the time","Some",4
14533,"Most of the time","Some of the time","A little",3.666666666667
14534,"Most of the time","Most of the time","Some",4.166666666667
14543,"Some of the time","Some of the time","Some",2.833333333333
14544,"Most of the time","All of the time","A little",3.6
14546,"Some of the time","Some of the time","A lot",3.333333333333
14549,"Some of the time","Some of the time","Some",3.5
14557,"Some of the time","Most of the time","Some",3.666666666667
14560,"Most of the time","Some of the time","Some",3.5
14561,"Rarely","Some of the time","A little",3.5
14569,"Most of the time","Most of the time","Some",3
